id,lat,lng,tipo,comuna,fecha,descripcion
1376,-33.713521,-70.60229,Corte de tránsito,Ñuñoa,2024-06-19,Incidente #1376 en zona urbana
1377,-33.39417,-70.686104,Obras viales,Ñuñoa,2024-11-08,Incidente #1377 en zona urbana
1378,-33.736617,-70.639866,Policía,Puente Alto,2024-04-12,Incidente #1378 en zona urbana
1379,-33.566944,-70.41763,Vehículo detenido,Macul,2024-10-16,Incidente #1379 en zona urbana
1380,-33.558828,-70.408116,Volcamiento,La Granja,2024-06-17,Incidente #1380 en zona urbana
1381,-33.531313,-70.442195,Obras viales,Peñalolén,2024-05-06,Incidente #1381 en zona urbana
1382,-33.671422,-70.581625,Obras viales,Maipú,2024-01-01,Incidente #1382 en zona urbana
1383,-33.677125,-70.533219,Accidente,Las Condes,2024-04-26,Incidente #1383 en zona urbana
1384,-33.613118,-70.870041,Policía,San Miguel,2024-04-04,Incidente #1384 en zona urbana
1385,-33.672609,-70.734509,Congestión,Puente Alto,2024-03-08,Incidente #1385 en zona urbana
1386,-33.598993,-70.661011,Vehículo detenido,Puente Alto,2024-02-26,Incidente #1386 en zona urbana
1387,-33.656013,-70.574539,Vehículo detenido,La Cisterna,2024-10-26,Incidente #1387 en zona urbana
1388,-33.676623,-70.831963,Tránsito detenido,Santiago,2024-06-11,Incidente #1388 en zona urbana
1389,-33.393017,-70.431009,Manifestación,Vitacura,2024-08-31,Incidente #1389 en zona urbana
1390,-33.682228,-70.79186,Policía,Pudahuel,2024-07-29,Incidente #1390 en zona urbana
1391,-33.348323,-70.419407,Congestión,Ñuñoa,2024-01-24,Incidente #1391 en zona urbana
1392,-33.592629,-70.598339,Accidente,San Miguel,2024-08-19,Incidente #1392 en zona urbana
1393,-33.67657,-70.517829,Vehículo detenido,Renca,2024-10-12,Incidente #1393 en zona urbana
1394,-33.71515,-70.480345,Policía,San Ramón,2024-09-23,Incidente #1394 en zona urbana
1395,-33.382095,-70.491853,Corte de tránsito,La Florida,2024-03-20,Incidente #1395 en zona urbana
1396,-33.357706,-70.425067,Congestión,Peñalolén,2024-12-27,Incidente #1396 en zona urbana
1397,-33.690584,-70.549368,Evento masivo,San Ramón,2024-07-13,Incidente #1397 en zona urbana
1398,-33.560128,-70.711727,Desvío,Peñalolén,2024-08-15,Incidente #1398 en zona urbana
1399,-33.738797,-70.631467,Congestión,Santiago,2024-02-23,Incidente #1399 en zona urbana
1400,-33.490374,-70.806055,Congestión,Providencia,2024-06-07,Incidente #1400 en zona urbana
1401,-33.548933,-70.583086,Accidente,Renca,2024-01-06,Incidente #1401 en zona urbana
1402,-33.350006,-70.798993,Congestión,La Florida,2024-01-27,Incidente #1402 en zona urbana
1403,-33.482868,-70.822212,Policía,Santiago,2024-07-31,Incidente #1403 en zona urbana
1404,-33.657666,-70.755655,Tránsito detenido,Santiago,2024-04-06,Incidente #1404 en zona urbana
1405,-33.739942,-70.651928,Accidente,Macul,2024-09-28,Incidente #1405 en zona urbana
1406,-33.425387,-70.758494,Policía,La Granja,2024-03-24,Incidente #1406 en zona urbana
1407,-33.359689,-70.549088,Congestión,Pedro Aguirre Cerda,2024-10-22,Incidente #1407 en zona urbana
1408,-33.348651,-70.772557,Obras viales,Estación Central,2024-04-28,Incidente #1408 en zona urbana
1409,-33.375818,-70.89369,Aluvión,La Pintana,2024-02-04,Incidente #1409 en zona urbana
1410,-33.693289,-70.454081,Manifestación,Recoleta,2024-09-19,Incidente #1410 en zona urbana
1411,-33.426201,-70.799037,Congestión,Puente Alto,2024-01-07,Incidente #1411 en zona urbana
1412,-33.645207,-70.51662,Niebla,Ñuñoa,2024-07-06,Incidente #1412 en zona urbana
1413,-33.438263,-70.656671,Congestión,La Florida,2024-10-22,Incidente #1413 en zona urbana
1414,-33.533472,-70.866331,Accidente,Las Condes,2024-06-14,Incidente #1414 en zona urbana
1415,-33.547315,-70.598103,Corte de tránsito,Puente Alto,2024-04-17,Incidente #1415 en zona urbana
1416,-33.698435,-70.553172,Obras viales,Santiago,2024-08-24,Incidente #1416 en zona urbana
1417,-33.701345,-70.673165,Lluvia intensa,Estación Central,2024-09-27,Incidente #1417 en zona urbana
1418,-33.678117,-70.491692,Niebla,Puente Alto,2024-02-08,Incidente #1418 en zona urbana
1419,-33.480727,-70.568466,Accidente,Conchalí,2024-11-28,Incidente #1419 en zona urbana
1420,-33.727627,-70.816898,Manifestación,Las Condes,2024-04-06,Incidente #1420 en zona urbana
1421,-33.543042,-70.671456,Obras viales,Peñalolén,2024-11-16,Incidente #1421 en zona urbana
1422,-33.473236,-70.713444,Vehículo detenido,Maipú,2024-09-01,Incidente #1422 en zona urbana
1423,-33.516106,-70.564233,Aluvión,Macul,2024-02-25,Incidente #1423 en zona urbana
1424,-33.63655,-70.485385,Obras viales,Recoleta,2024-01-31,Incidente #1424 en zona urbana
1425,-33.632256,-70.882894,Congestión,Estación Central,2024-11-26,Incidente #1425 en zona urbana
1426,-33.696405,-70.520125,Moto accidentada,Santiago,2024-04-22,Incidente #1426 en zona urbana
1427,-33.302282,-70.607247,Policía,La Florida,2024-10-11,Incidente #1427 en zona urbana
1428,-33.733775,-70.871038,Niebla,Pudahuel,2024-07-03,Incidente #1428 en zona urbana
1429,-33.416787,-70.617174,Accidente,La Pintana,2024-03-06,Incidente #1429 en zona urbana
1430,-33.328131,-70.472463,Obras viales,Ñuñoa,2024-06-06,Incidente #1430 en zona urbana
1431,-33.315983,-70.6949,Semáforo apagado,Peñalolén,2024-10-06,Incidente #1431 en zona urbana
1432,-33.656472,-70.616671,Desvío,Puente Alto,2024-04-03,Incidente #1432 en zona urbana
1433,-33.475403,-70.527663,Vehículo detenido,La Reina,2024-02-27,Incidente #1433 en zona urbana
1434,-33.428362,-70.643882,Vehículo detenido,Lo Prado,2024-09-17,Incidente #1434 en zona urbana
1435,-33.373801,-70.677669,Congestión,Las Condes,2024-02-14,Incidente #1435 en zona urbana
1436,-33.543071,-70.652369,Vehículo detenido,San Miguel,2024-01-03,Incidente #1436 en zona urbana
1437,-33.5933,-70.704838,Congestión,San Joaquín,2024-08-14,Incidente #1437 en zona urbana
1438,-33.5107,-70.76969,Peatón atropellado,Providencia,2024-08-11,Incidente #1438 en zona urbana
1439,-33.362242,-70.89945,Moto accidentada,Las Condes,2024-10-31,Incidente #1439 en zona urbana
1440,-33.7125,-70.626814,Moto accidentada,Maipú,2024-05-31,Incidente #1440 en zona urbana
1441,-33.695344,-70.894643,Manifestación,Las Condes,2024-12-08,Incidente #1441 en zona urbana
1442,-33.481257,-70.819066,Congestión,Santiago,2024-11-05,Incidente #1442 en zona urbana
1443,-33.31852,-70.572228,Choque múltiple,Lo Prado,2024-08-30,Incidente #1443 en zona urbana
1444,-33.344895,-70.829462,Congestión,Estación Central,2024-11-20,Incidente #1444 en zona urbana
1445,-33.487109,-70.423787,Peatón atropellado,La Pintana,2024-03-27,Incidente #1445 en zona urbana
1446,-33.649085,-70.886145,Desvío,Puente Alto,2024-05-20,Incidente #1446 en zona urbana
1447,-33.303935,-70.569108,Accidente,Lo Prado,2024-03-02,Incidente #1447 en zona urbana
1448,-33.620198,-70.832899,Obras viales,Maipú,2024-05-26,Incidente #1448 en zona urbana
1449,-33.38271,-70.413763,Accidente,Pudahuel,2024-10-26,Incidente #1449 en zona urbana
1450,-33.569856,-70.823186,Incendio,San Miguel,2024-04-21,Incidente #1450 en zona urbana
1451,-33.55341,-70.54447,Desvío,Maipú,2024-01-20,Incidente #1451 en zona urbana
1452,-33.501171,-70.869082,Peligro,Ñuñoa,2024-07-24,Incidente #1452 en zona urbana
1453,-33.615773,-70.729243,Vehículo detenido,Huechuraba,2024-03-24,Incidente #1453 en zona urbana
1454,-33.470707,-70.445577,Tránsito detenido,Huechuraba,2024-03-22,Incidente #1454 en zona urbana
1455,-33.666879,-70.814734,Tránsito detenido,Macul,2024-05-16,Incidente #1455 en zona urbana
1456,-33.445701,-70.815223,Accidente,Renca,2024-04-22,Incidente #1456 en zona urbana
1457,-33.331682,-70.425359,Accidente,Puente Alto,2024-09-04,Incidente #1457 en zona urbana
1458,-33.312248,-70.865751,Manifestación,Lo Barnechea,2024-05-13,Incidente #1458 en zona urbana
1459,-33.510986,-70.572724,Obras viales,La Reina,2024-06-06,Incidente #1459 en zona urbana
1460,-33.456796,-70.629804,Congestión,Santiago,2024-02-17,Incidente #1460 en zona urbana
1461,-33.691088,-70.834086,Tránsito detenido,Puente Alto,2024-08-16,Incidente #1461 en zona urbana
1462,-33.411869,-70.435588,Aluvión,Providencia,2024-09-05,Incidente #1462 en zona urbana
1463,-33.719681,-70.706028,Policía,Puente Alto,2024-04-27,Incidente #1463 en zona urbana
1464,-33.64506,-70.699276,Congestión,Maipú,2024-07-13,Incidente #1464 en zona urbana
1465,-33.436689,-70.412362,Desvío,Puente Alto,2024-11-07,Incidente #1465 en zona urbana
1466,-33.735906,-70.452059,Accidente,Santiago,2024-07-24,Incidente #1466 en zona urbana
1467,-33.45434,-70.899175,Congestión,San Miguel,2024-08-21,Incidente #1467 en zona urbana
1468,-33.626471,-70.876567,Choque múltiple,Quinta Normal,2024-03-06,Incidente #1468 en zona urbana
1469,-33.728488,-70.432928,Incendio,Estación Central,2024-08-31,Incidente #1469 en zona urbana
1470,-33.498212,-70.856095,Obras viales,Las Condes,2024-06-08,Incidente #1470 en zona urbana
1471,-33.540478,-70.503633,Vehículo detenido,Macul,2024-06-20,Incidente #1471 en zona urbana
1472,-33.601828,-70.689295,Accidente,La Pintana,2024-10-09,Incidente #1472 en zona urbana
1473,-33.532094,-70.711779,Volcamiento,Pudahuel,2024-05-10,Incidente #1473 en zona urbana
1474,-33.719408,-70.44352,Accidente,Macul,2024-12-17,Incidente #1474 en zona urbana
1475,-33.597415,-70.733791,Policía,La Cisterna,2024-06-22,Incidente #1475 en zona urbana
1476,-33.742449,-70.677988,Peligro,Quilicura,2024-05-09,Incidente #1476 en zona urbana
1477,-33.471839,-70.696111,Manifestación,San Miguel,2024-04-25,Incidente #1477 en zona urbana
1478,-33.627524,-70.452083,Lluvia intensa,Peñalolén,2024-09-09,Incidente #1478 en zona urbana
1479,-33.59713,-70.788042,Accidente,Peñalolén,2024-10-19,Incidente #1479 en zona urbana
1480,-33.583894,-70.52314,Incendio,Providencia,2024-02-20,Incidente #1480 en zona urbana
1481,-33.410807,-70.742848,Volcamiento,Estación Central,2024-04-03,Incidente #1481 en zona urbana
1482,-33.521454,-70.602884,Semáforo apagado,Providencia,2024-05-19,Incidente #1482 en zona urbana
1483,-33.458026,-70.724011,Desvío,Pedro Aguirre Cerda,2024-06-29,Incidente #1483 en zona urbana
1484,-33.421346,-70.664243,Peligro,Huechuraba,2024-04-12,Incidente #1484 en zona urbana
1485,-33.396549,-70.695446,Lluvia intensa,Santiago,2024-08-03,Incidente #1485 en zona urbana
1486,-33.534865,-70.654592,Vehículo detenido,Maipú,2024-12-14,Incidente #1486 en zona urbana
1487,-33.5408,-70.418759,Policía,Maipú,2024-05-07,Incidente #1487 en zona urbana
1488,-33.380817,-70.721188,Lluvia intensa,Las Condes,2024-06-24,Incidente #1488 en zona urbana
1489,-33.584634,-70.616614,Moto accidentada,La Granja,2024-04-18,Incidente #1489 en zona urbana
1490,-33.694224,-70.575024,Accidente,Renca,2024-11-07,Incidente #1490 en zona urbana
1491,-33.69899,-70.658183,Congestión,La Granja,2024-06-25,Incidente #1491 en zona urbana
1492,-33.399666,-70.794977,Desvío,Quinta Normal,2024-03-01,Incidente #1492 en zona urbana
1493,-33.488966,-70.671501,Corte de tránsito,Las Condes,2024-06-14,Incidente #1493 en zona urbana
1494,-33.502129,-70.480898,Tránsito detenido,Ñuñoa,2024-02-22,Incidente #1494 en zona urbana
1495,-33.587001,-70.693797,Obras viales,Peñalolén,2024-08-29,Incidente #1495 en zona urbana
1496,-33.633956,-70.48221,Policía,La Florida,2024-04-26,Incidente #1496 en zona urbana
1497,-33.40661,-70.650788,Congestión,Maipú,2024-04-27,Incidente #1497 en zona urbana
1498,-33.588825,-70.858427,Manifestación,Providencia,2024-05-19,Incidente #1498 en zona urbana
1499,-33.589216,-70.625772,Tránsito detenido,Santiago,2024-07-10,Incidente #1499 en zona urbana
1500,-33.693547,-70.525133,Lluvia intensa,La Reina,2024-10-03,Incidente #1500 en zona urbana
1501,-33.601191,-70.521435,Tránsito detenido,Pudahuel,2024-12-10,Incidente #1501 en zona urbana
1502,-33.537526,-70.48455,Peatón atropellado,Santiago,2024-03-29,Incidente #1502 en zona urbana
1503,-33.621695,-70.444869,Congestión,Ñuñoa,2024-10-22,Incidente #1503 en zona urbana
1504,-33.7071,-70.56429,Congestión,Quinta Normal,2024-04-17,Incidente #1504 en zona urbana
1505,-33.749343,-70.551353,Congestión,Pudahuel,2024-07-07,Incidente #1505 en zona urbana
1506,-33.622268,-70.503639,Accidente,Providencia,2024-08-10,Incidente #1506 en zona urbana
1507,-33.611892,-70.444548,Congestión,Macul,2024-07-05,Incidente #1507 en zona urbana
1508,-33.411536,-70.738232,Manifestación,Renca,2024-05-21,Incidente #1508 en zona urbana
1509,-33.726217,-70.516092,Accidente,San Miguel,2024-02-05,Incidente #1509 en zona urbana
1510,-33.735865,-70.538576,Tránsito detenido,Santiago,2024-03-26,Incidente #1510 en zona urbana
1511,-33.674202,-70.53085,Corte de tránsito,Vitacura,2024-09-05,Incidente #1511 en zona urbana
1512,-33.461575,-70.816114,Manifestación,Peñalolén,2024-02-20,Incidente #1512 en zona urbana
1513,-33.590433,-70.506744,Congestión,Estación Central,2024-08-07,Incidente #1513 en zona urbana
1514,-33.45085,-70.483345,Peligro,Santiago,2024-12-22,Incidente #1514 en zona urbana
1515,-33.401794,-70.803923,Accidente,San Joaquín,2024-09-14,Incidente #1515 en zona urbana
1516,-33.643163,-70.485247,Moto accidentada,Estación Central,2024-10-18,Incidente #1516 en zona urbana
1517,-33.308448,-70.662281,Vehículo detenido,La Granja,2024-08-06,Incidente #1517 en zona urbana
1518,-33.333432,-70.861713,Obras viales,Las Condes,2024-09-08,Incidente #1518 en zona urbana
1519,-33.637712,-70.496904,Peatón atropellado,Puente Alto,2024-07-20,Incidente #1519 en zona urbana
1520,-33.655504,-70.526844,Congestión,Lo Prado,2024-12-18,Incidente #1520 en zona urbana
1521,-33.521731,-70.584877,Peligro,Pedro Aguirre Cerda,2024-08-09,Incidente #1521 en zona urbana
1522,-33.459129,-70.586929,Manifestación,San Ramón,2024-12-12,Incidente #1522 en zona urbana
1523,-33.301908,-70.677821,Congestión,La Florida,2024-07-13,Incidente #1523 en zona urbana
1524,-33.723984,-70.827291,Accidente,Providencia,2024-12-21,Incidente #1524 en zona urbana
1525,-33.613049,-70.460053,Vehículo detenido,Lo Prado,2024-12-05,Incidente #1525 en zona urbana
1526,-33.301652,-70.455008,Obras viales,Estación Central,2024-07-13,Incidente #1526 en zona urbana
1527,-33.324982,-70.617527,Lluvia intensa,Maipú,2024-07-10,Incidente #1527 en zona urbana
1528,-33.706307,-70.478744,Obras viales,Puente Alto,2024-12-25,Incidente #1528 en zona urbana
1529,-33.409075,-70.536654,Lluvia intensa,Ñuñoa,2024-04-18,Incidente #1529 en zona urbana
1530,-33.66501,-70.568677,Manifestación,Maipú,2024-10-17,Incidente #1530 en zona urbana
1531,-33.604695,-70.729439,Tránsito detenido,La Granja,2024-05-15,Incidente #1531 en zona urbana
1532,-33.645994,-70.634028,Obras viales,Santiago,2024-12-04,Incidente #1532 en zona urbana
1533,-33.390089,-70.825535,Corte de tránsito,La Pintana,2024-02-10,Incidente #1533 en zona urbana
1534,-33.314221,-70.702768,Manifestación,Cerro Navia,2024-10-11,Incidente #1534 en zona urbana
1535,-33.50629,-70.849427,Evento masivo,Santiago,2024-09-20,Incidente #1535 en zona urbana
1536,-33.514372,-70.753186,Accidente,San Joaquín,2024-04-18,Incidente #1536 en zona urbana
1537,-33.4175,-70.74218,Congestión,Maipú,2024-07-29,Incidente #1537 en zona urbana
1538,-33.596365,-70.801543,Accidente,La Granja,2024-04-24,Incidente #1538 en zona urbana
1539,-33.455121,-70.487867,Accidente,Conchalí,2024-11-07,Incidente #1539 en zona urbana
1540,-33.365164,-70.525199,Tránsito detenido,Ñuñoa,2024-04-21,Incidente #1540 en zona urbana
1541,-33.678673,-70.592567,Evento masivo,Santiago,2024-04-22,Incidente #1541 en zona urbana
1542,-33.440743,-70.679751,Congestión,Ñuñoa,2024-12-21,Incidente #1542 en zona urbana
1543,-33.46449,-70.479592,Vehículo detenido,Estación Central,2024-04-11,Incidente #1543 en zona urbana
1544,-33.316117,-70.627323,Manifestación,Providencia,2024-09-15,Incidente #1544 en zona urbana
1545,-33.632944,-70.619925,Moto accidentada,Vitacura,2024-11-12,Incidente #1545 en zona urbana
1546,-33.671512,-70.556643,Congestión,Ñuñoa,2024-04-05,Incidente #1546 en zona urbana
1547,-33.339225,-70.484811,Niebla,Santiago,2024-12-18,Incidente #1547 en zona urbana
1548,-33.490341,-70.502562,Accidente,La Granja,2024-08-18,Incidente #1548 en zona urbana
1549,-33.585568,-70.728847,Desvío,Santiago,2024-10-08,Incidente #1549 en zona urbana
1550,-33.373894,-70.559272,Semáforo apagado,La Granja,2024-06-28,Incidente #1550 en zona urbana
1551,-33.394813,-70.583609,Congestión,Lo Prado,2024-04-17,Incidente #1551 en zona urbana
1552,-33.525149,-70.716773,Congestión,Maipú,2024-08-03,Incidente #1552 en zona urbana
1553,-33.61502,-70.415398,Accidente,Peñalolén,2024-11-24,Incidente #1553 en zona urbana
1554,-33.364972,-70.727814,Desvío,Puente Alto,2024-02-23,Incidente #1554 en zona urbana
1555,-33.593688,-70.605475,Aluvión,Lo Prado,2024-02-17,Incidente #1555 en zona urbana
1556,-33.397034,-70.572264,Congestión,Conchalí,2024-10-03,Incidente #1556 en zona urbana
1557,-33.476445,-70.519717,Aluvión,Peñalolén,2024-03-28,Incidente #1557 en zona urbana
1558,-33.704444,-70.696636,Peligro,Recoleta,2024-07-22,Incidente #1558 en zona urbana
1559,-33.49991,-70.75459,Policía,Maipú,2024-10-15,Incidente #1559 en zona urbana
1560,-33.668959,-70.556128,Vehículo detenido,Recoleta,2024-05-11,Incidente #1560 en zona urbana
1561,-33.309813,-70.676068,Peligro,Pedro Aguirre Cerda,2024-03-30,Incidente #1561 en zona urbana
1562,-33.56554,-70.433685,Congestión,Providencia,2024-01-27,Incidente #1562 en zona urbana
1563,-33.384545,-70.484462,Congestión,Recoleta,2024-01-30,Incidente #1563 en zona urbana
1564,-33.426725,-70.470653,Obras viales,Renca,2024-01-03,Incidente #1564 en zona urbana
1565,-33.413581,-70.70259,Incendio,Recoleta,2024-07-27,Incidente #1565 en zona urbana
1566,-33.499321,-70.419506,Congestión,Santiago,2024-07-07,Incidente #1566 en zona urbana
1567,-33.378163,-70.669701,Obras viales,Puente Alto,2024-04-30,Incidente #1567 en zona urbana
1568,-33.645263,-70.618841,Tránsito detenido,Las Condes,2024-10-20,Incidente #1568 en zona urbana
1569,-33.327029,-70.800895,Tránsito detenido,Estación Central,2024-02-14,Incidente #1569 en zona urbana
1570,-33.726292,-70.458523,Accidente,Cerro Navia,2024-03-13,Incidente #1570 en zona urbana
1571,-33.507556,-70.594354,Policía,La Reina,2024-03-26,Incidente #1571 en zona urbana
1572,-33.628796,-70.786143,Vehículo detenido,Puente Alto,2024-04-09,Incidente #1572 en zona urbana
1573,-33.451731,-70.587712,Vehículo detenido,Providencia,2024-05-17,Incidente #1573 en zona urbana
1574,-33.642965,-70.739956,Obras viales,Las Condes,2024-10-28,Incidente #1574 en zona urbana
1575,-33.373001,-70.876873,Lluvia intensa,Recoleta,2024-04-29,Incidente #1575 en zona urbana
1576,-33.319845,-70.47349,Policía,Recoleta,2024-08-09,Incidente #1576 en zona urbana
1577,-33.304584,-70.896969,Obras viales,La Pintana,2024-12-04,Incidente #1577 en zona urbana
1578,-33.747738,-70.534647,Peatón atropellado,Pedro Aguirre Cerda,2024-11-24,Incidente #1578 en zona urbana
1579,-33.33385,-70.702056,Congestión,Pedro Aguirre Cerda,2024-07-26,Incidente #1579 en zona urbana
1580,-33.369778,-70.477243,Desvío,La Reina,2024-05-08,Incidente #1580 en zona urbana
1581,-33.640316,-70.818237,Evento masivo,Macul,2024-05-05,Incidente #1581 en zona urbana
1582,-33.676205,-70.693339,Vehículo detenido,Santiago,2024-11-03,Incidente #1582 en zona urbana
1583,-33.632238,-70.445306,Desvío,Ñuñoa,2024-08-11,Incidente #1583 en zona urbana
1584,-33.330487,-70.545865,Obras viales,Macul,2024-11-03,Incidente #1584 en zona urbana
1585,-33.576208,-70.656927,Lluvia intensa,Las Condes,2024-10-07,Incidente #1585 en zona urbana
1586,-33.582808,-70.452056,Accidente,Recoleta,2024-04-25,Incidente #1586 en zona urbana
1587,-33.595016,-70.58252,Accidente,Renca,2024-12-09,Incidente #1587 en zona urbana
1588,-33.694375,-70.501476,Tránsito detenido,Pedro Aguirre Cerda,2024-08-16,Incidente #1588 en zona urbana
1589,-33.51748,-70.62687,Obras viales,Puente Alto,2024-01-13,Incidente #1589 en zona urbana
1590,-33.455031,-70.450808,Peatón atropellado,La Florida,2024-06-27,Incidente #1590 en zona urbana
1591,-33.511287,-70.551075,Policía,Ñuñoa,2024-10-15,Incidente #1591 en zona urbana
1592,-33.55524,-70.874712,Policía,Macul,2024-12-21,Incidente #1592 en zona urbana
1593,-33.323623,-70.805199,Congestión,La Florida,2024-05-23,Incidente #1593 en zona urbana
1594,-33.61588,-70.532546,Congestión,Pedro Aguirre Cerda,2024-08-29,Incidente #1594 en zona urbana
1595,-33.677529,-70.565887,Peligro,La Florida,2024-03-09,Incidente #1595 en zona urbana
1596,-33.624885,-70.471017,Obras viales,La Granja,2024-06-21,Incidente #1596 en zona urbana
1597,-33.358391,-70.559245,Manifestación,Providencia,2024-09-14,Incidente #1597 en zona urbana
1598,-33.441539,-70.839197,Peligro,Conchalí,2024-02-20,Incidente #1598 en zona urbana
1599,-33.457553,-70.856985,Vehículo detenido,La Florida,2024-12-14,Incidente #1599 en zona urbana
1600,-33.546259,-70.883,Tránsito detenido,Conchalí,2024-01-06,Incidente #1600 en zona urbana
1601,-33.706873,-70.401878,Corte de tránsito,Estación Central,2024-07-07,Incidente #1601 en zona urbana
1602,-33.424481,-70.523555,Congestión,San Ramón,2024-02-22,Incidente #1602 en zona urbana
1603,-33.733602,-70.681925,Vehículo detenido,Puente Alto,2024-05-29,Incidente #1603 en zona urbana
1604,-33.519269,-70.78362,Tránsito detenido,Recoleta,2024-07-06,Incidente #1604 en zona urbana
1605,-33.576901,-70.631919,Obras viales,Pedro Aguirre Cerda,2024-11-24,Incidente #1605 en zona urbana
1606,-33.317168,-70.4175,Congestión,Estación Central,2024-12-26,Incidente #1606 en zona urbana
1607,-33.633596,-70.459444,Accidente,Macul,2024-10-14,Incidente #1607 en zona urbana
1608,-33.539588,-70.621871,Manifestación,Quilicura,2024-08-16,Incidente #1608 en zona urbana
1609,-33.483761,-70.498536,Accidente,Providencia,2024-06-13,Incidente #1609 en zona urbana
1610,-33.482168,-70.680209,Tránsito detenido,Ñuñoa,2024-05-18,Incidente #1610 en zona urbana
1611,-33.573724,-70.732697,Vehículo detenido,Macul,2024-07-12,Incidente #1611 en zona urbana
1612,-33.397258,-70.801602,Lluvia intensa,La Granja,2024-01-04,Incidente #1612 en zona urbana
1613,-33.614911,-70.615204,Vehículo detenido,Lo Prado,2024-09-23,Incidente #1613 en zona urbana
1614,-33.726786,-70.410405,Congestión,Providencia,2024-02-01,Incidente #1614 en zona urbana
1615,-33.422985,-70.849286,Semáforo apagado,Las Condes,2024-06-04,Incidente #1615 en zona urbana
1616,-33.332637,-70.540358,Policía,Ñuñoa,2024-02-17,Incidente #1616 en zona urbana
1617,-33.518758,-70.667562,Obras viales,Pudahuel,2024-10-13,Incidente #1617 en zona urbana
1618,-33.556995,-70.496393,Obras viales,Quilicura,2024-02-27,Incidente #1618 en zona urbana
1619,-33.699743,-70.548198,Accidente,Estación Central,2024-07-25,Incidente #1619 en zona urbana
1620,-33.592395,-70.544341,Obras viales,Santiago,2024-05-06,Incidente #1620 en zona urbana
1621,-33.57907,-70.447616,Obras viales,La Cisterna,2024-10-08,Incidente #1621 en zona urbana
1622,-33.363721,-70.41238,Obras viales,Maipú,2024-04-23,Incidente #1622 en zona urbana
1623,-33.604685,-70.457429,Accidente,Ñuñoa,2024-12-26,Incidente #1623 en zona urbana
1624,-33.66554,-70.78989,Manifestación,Las Condes,2024-10-08,Incidente #1624 en zona urbana
1625,-33.465021,-70.503894,Policía,Quilicura,2024-01-27,Incidente #1625 en zona urbana
1626,-33.335198,-70.689704,Peatón atropellado,Macul,2024-01-20,Incidente #1626 en zona urbana
1627,-33.578415,-70.592594,Congestión,Estación Central,2024-05-29,Incidente #1627 en zona urbana
1628,-33.735672,-70.43548,Policía,Ñuñoa,2024-09-09,Incidente #1628 en zona urbana
1629,-33.482431,-70.719311,Vehículo detenido,Santiago,2024-10-09,Incidente #1629 en zona urbana
1630,-33.570161,-70.834317,Accidente,San Ramón,2024-02-11,Incidente #1630 en zona urbana
1631,-33.73895,-70.709556,Congestión,San Miguel,2024-07-22,Incidente #1631 en zona urbana
1632,-33.709594,-70.52011,Accidente,Pudahuel,2024-05-03,Incidente #1632 en zona urbana
1633,-33.592877,-70.639996,Tránsito detenido,Puente Alto,2024-04-05,Incidente #1633 en zona urbana
1634,-33.411618,-70.573047,Congestión,Santiago,2024-03-14,Incidente #1634 en zona urbana
1635,-33.526826,-70.724041,Vehículo detenido,Recoleta,2024-11-04,Incidente #1635 en zona urbana
1636,-33.54366,-70.514294,Tránsito detenido,La Granja,2024-11-24,Incidente #1636 en zona urbana
1637,-33.600701,-70.58626,Obras viales,La Pintana,2024-07-05,Incidente #1637 en zona urbana
1638,-33.53538,-70.729324,Obras viales,Renca,2024-11-16,Incidente #1638 en zona urbana
1639,-33.633211,-70.758361,Semáforo apagado,Maipú,2024-06-22,Incidente #1639 en zona urbana
1640,-33.492939,-70.794625,Congestión,Santiago,2024-04-29,Incidente #1640 en zona urbana
1641,-33.593293,-70.512118,Policía,Lo Prado,2024-02-09,Incidente #1641 en zona urbana
1642,-33.608041,-70.674542,Congestión,Maipú,2024-08-09,Incidente #1642 en zona urbana
1643,-33.557446,-70.842011,Incendio,La Florida,2024-05-24,Incidente #1643 en zona urbana
1644,-33.488522,-70.423071,Volcamiento,Las Condes,2024-04-19,Incidente #1644 en zona urbana
1645,-33.364929,-70.690764,Vehículo detenido,Pudahuel,2024-08-28,Incidente #1645 en zona urbana
1646,-33.742483,-70.703943,Obras viales,Lo Prado,2024-05-17,Incidente #1646 en zona urbana
1647,-33.439109,-70.873326,Lluvia intensa,Maipú,2024-08-02,Incidente #1647 en zona urbana
1648,-33.623818,-70.623589,Congestión,Maipú,2024-06-07,Incidente #1648 en zona urbana
1649,-33.47705,-70.816377,Policía,Puente Alto,2024-09-29,Incidente #1649 en zona urbana
1650,-33.493852,-70.608823,Congestión,Pudahuel,2024-11-14,Incidente #1650 en zona urbana
1651,-33.415058,-70.62634,Obras viales,Ñuñoa,2024-03-06,Incidente #1651 en zona urbana
1652,-33.398711,-70.542077,Congestión,Providencia,2024-06-11,Incidente #1652 en zona urbana
1653,-33.541943,-70.569671,Vehículo detenido,La Granja,2024-05-05,Incidente #1653 en zona urbana
1654,-33.456289,-70.514423,Obras viales,San Miguel,2024-02-09,Incidente #1654 en zona urbana
1655,-33.695938,-70.426736,Obras viales,Independencia,2024-05-08,Incidente #1655 en zona urbana
1656,-33.583913,-70.868507,Moto accidentada,La Granja,2024-02-18,Incidente #1656 en zona urbana
1657,-33.596138,-70.470713,Evento masivo,La Granja,2024-04-11,Incidente #1657 en zona urbana
